airport_name,link,title,author,author_country,date,content,experience_airport,date_visit,type_traveller,overall_rating,queuing_rating,terminal_cleanliness_rating,terminal_seating_rating,terminal_signs_rating,food_beverages_rating,airport_shopping_rating,wifi_connectivity_rating,airport_staff_rating,recommended
penang-airport,/airport-reviews/penang-airport,Penang Airport customer review,Mickael Chia,Malaysia,2012-04-11,Building works in progress - place was a mess. The route to the lounge was changed (now before security check) but the way was not sign-posted and we were not informed at check-in. Gave feedback to lounge staff but said they had complained to Malaysian Airports Authority to no avail. Lounge space was small and food basic.,NA,NA,NA,2,3,2,NA,NA,NA,2,NA,NA,0
penang-airport,/airport-reviews/penang-airport,Penang Airport customer review,Ian Roberts,United Kingdom,2012-03-09,Even taking into account the rebuild work the place was dreadful. From the unfinished road outside to the filthy toilets this 'new' terminal is undersized and over crowded already. A/C can't cope airside no gate lounges as such so waiting passengers block access to other gates. Was catching an A320 but it is clear with a larger aircraft it would not cope. Very limited refreshments landside and less airside. Avoid if at all possible and bear in mind this is a 'new' building.,NA,NA,NA,1,1,1,NA,NA,NA,2,NA,NA,0
penang-airport,/airport-reviews/penang-airport,Penang Airport customer review,N Werner,NA,2010-04-26,Penang airport is very straight-forward with everything being on one floor for departures. You first get your baggage scanned before checking in. There are many check-in counters however there really aren't that many people for all of the counters to be used. Check-in is usually pretty quick and there is a McDonald's and some ATM's etc before you go through security. Security (and immigration for international departures) are pretty quick and efficient. Once you are in the departure area there are a few sad shops and one snack bar. The terminal offers a nice view of the tarmac. Don't bother to arrive too early for your flight. Usually 60-90 minutes is more than enough. Penang is your typical regional airport and is perfect for the traffic it handles. It is not the newest airport out there but they have made some minor renovations and it's quite good.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
penang-airport,/airport-reviews/penang-airport,Penang Airport customer review,K Chan,NA,2009-11-20,Penang International Airport - laid back atmosphere old furnishing really dated. Food cost is similar to US airport prices and there are a few cafes with local prices -they are hidden from the crowds so you have to search. For some reason this airport reminds me of Honolulu International Airport but in a smaller scale.,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
perpignan-airport,/airport-reviews/perpignan-airport,Perpignan Airport customer review,Paul Van Alsten,NA,2010-01-19,A tiny regional airport but conveniently located. Due to prevailing northwesterly winds final approach is usually quite bumpy. Baggage claim is very quick. A shuttle bus awaits each incoming regular flight - travel to the city centre takes 20 mins and costs €4.50 one-way. The same bus leaves Perpignan roughly one hour prior to each departing flight. Check-in is hassle- free. ID check takes place upon boarding but also at the security check. Do not go airside too early as the small boarding area has few seats frosted glazing and no toilets at all!,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,M Burgess,New Zealand,2015-04-16,What a fiasco. No easy public transport connections - took us two hours from just outside CBD to Int'l using train/public bus/inter airport bus. Qantas check-in not open - hunted for immigration forms from other airline counters to fill out in advance. The hunt for public conveniences involved a long walk to the other side of Arrivals. When we spotted a desk being opened we were informed to return in half an hour and go upstairs to buy a coffee in the meantime. As we had business class tickets we hardly wanted to buy a coffee when we could get one in the Qantas Lounge. To kill time we humped our suitcases up the escalators and back to visit Duty-Free. Why paper immigration forms are needed to be completed is a mystery with electronic passports and e-visitor visas? At Security one of us had to get 'double' scanned on the passport they emptied our bags unravelled our umbrella - OK a forgotten water bottle is easy to miss we needed it to keep going during the 'wait' for check-in to open - and then left us to re-pack everything. The electric toothbrush was nearly confiscated due to them thinking it was a screwdriver. Inadvertently I left my mini screwdriver in my glasses case to tighten my loose glasses screws not acceptable apparently and had to wave goodbye to it. When we eventually reached the Lounge for that long awaited cup of coffee was heaving with alternative airline pax and nearly all the seats gone! Previous Perth experiences have been just as harrowing with hand luggage weight queried when well within terms of ticket talcum powder pot too big and why only a five day visit? I don't think Perth wants visitors.,NA,NA,NA,1,0,4,NA,NA,NA,1,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,J Hobbs,Australia,2014-11-05,Travelled Air Asia X. Ground staff in Perth would benefit from Customer Service training they obviously don't enjoy their work. No immigration forms available advised to get them from another airline.,NA,NA,NA,5,4,4,NA,NA,NA,4,NA,NA,1
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,Frances Jojart,Australia,2014-11-05,We arrived at 6pm - went straight through the self serve passport control. Then we went straight through the quarantine and customs. Cannot see what all the fuss is about. We were in the car at 6.30pm.,NA,NA,NA,9,5,4,NA,NA,NA,4,NA,NA,1
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,Gordon Reid,Australia,2014-10-22,"Arrived from Singapore at 5.30pm and immigration was absolutely full of arriving passengers with massive queues for passport check. Luckily I have an e-passport so I answered the 2 questions got the card and proceeded to the machine which takes your photo. I have done this before and it rejected me this time. I asked a man in a yellow coat what to do and he pointed to the massive queue and said abruptly ""join the queue"". I joined the Australian and New Zealand queue but was furious that with so many planes landing at the same time that Customs don't have the common sense to put more than 2 staff on the counters. When I finally got to the top of the queue (25 minutes later) the officer just laughed it off when I asked why the photo scanner rejected me when I had done it countless times before. Then it got worse. Now this is Perth a small city but the luggage carousel area was almost packed from wall to wall. A loudspeaker message kept saying ""Due to the high number of planes arriving at the same time there may be delays"". It took from the moment I got off my flight to get out to the taxi rank just on 60 minutes. Perth Airport get your act more professional. More Officers on duty to clear the long queues and for goodness sake fix those scanner machines on the e-passport. Having just been in Singapore they get you through immigration quickly luggage quickly and make it a first world experience.",NA,NA,NA,1,1,4,NA,NA,NA,2,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,M Boehm,Australia,2014-06-18,My international flight arrived less than half full so going through baggage and customs and immigration was a breeze. Leaving via the domestic terminal was confusing. departure lounges were terrible. Evidence of work in progress needs to be improved on. Domestic flight departures screens were not up to date? Had to ask why the flight was not listed.,NA,NA,NA,6,4,4,NA,NA,NA,4,NA,NA,1
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,G Taylor,Australia,2014-05-10,Arrived 28th March from Singapore got soaked in rain including baggage whilst being picked up at the arrivals end of the airport. No cover provided. Have been to many airports including some of the poorer countries and have not had this experience. Customer care seems to be not one of the priorities of Perth Airport.,NA,NA,NA,1,3,3,NA,NA,NA,1,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,L Holmes,Australia,2014-04-27,Arriving back into Perth yesterday afternoon what a lovely surprise we had we walked through Duty Free E passport check luggage came through quickly ushered out of airport and home within 20 minutes how refreshing it will all look when renovations are completed well done.,NA,NA,NA,10,5,5,NA,NA,NA,5,NA,NA,1
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,M Lau,Australia,2014-01-30,Perth airport is filling in a string of Aussie terrible airports. I was transiting at Perth on 26/01/2014 for my midnight flight to KUL. Not only did it not have Wifi for the comfort of passengers there was nowhere to eat at the departure hall. The only thing I was able to do for my entire 5 hours wait was sleeping. I will try to avoid Perth international at all costs in the future.,NA,NA,NA,3,3,2,NA,NA,NA,1,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,T Pomfret,Australia,2014-01-02,I have never taken more than 1 hour from touchdown to kerb at Perth airport (even with multiple flights landing) so surprised at the queue comments. Staff always pleasant and helpful. Could do with much better facilities though as current food outlets don't offer very nice food.,NA,NA,NA,10,5,5,NA,NA,NA,3,NA,NA,1
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,M Wilson,Australia,2013-01-14,As a Perth resident and regular user of the airport I feel quite embarrassed about the management of Perth Airport. The facilities are passable the cleanliness is OK but the queue experience has to be experienced to be believed. Much of the problem relates to the fact that airport facilities are federally governed. The customs and security queue length and sluggishness reflect this and passengers should expect to spend up to 2 hours or more to get in and out of the place. Even when the load is high there seems to be little interest in increasing staff to compensate. As a local I apologise for your experience at Perth airport.,NA,NA,NA,NA,1,4,NA,NA,NA,2,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,J Jackson,Australia,2012-11-20,I hate Perth Airport especially the domestic one. Staff are generally unfriendly especially the Skywest and the shops. The prices for everything are steep but you get sub-standard quality. Everything closes at 5 so if your flight leaves after that you're in a ghost town. When I last visited there was no instructions on trolleys on what coins the machine takes so ended up trying everything (while carrying a tired crying baby). Transport to Perth shocking only taxis expensive and queues! No announcements/notices that travel time to City is much longer because of the road works (ended up missing my return flight). Looks dated and is the most boring airport in the world! Stay away if you can. Perth people could learn to smile and be polite.,NA,NA,NA,1,3,3,NA,NA,NA,2,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,C Woods,Australia,2012-04-16,There is no point going to check-in 3 hours before your flight as there wont be anyone there to check you-in. We returned from Singapore at Midnight to find an absolute shambles at immigration. There would have been approx 2000 people trying to get through. No instruction from staff just lines and lines of people. It took almost 2 hours to get through.,NA,NA,NA,1,1,3,NA,NA,NA,3,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,C Glasheen,Australia,2012-01-27,Out of all airports we have travelled through Perth is the worst. A sad thing to say about our home airport. The lines in customs are ridiculous. They need to learn from Thailand how to run an efficient airport. Orderly queues and faster processing through customs. One guy who was also travelling with children had to go and approach AQS and demand an agent attend to our queue. I am ashamed to be Australian given that we are supposed be a first world country running a below par airport.,NA,NA,NA,3,1,4,NA,NA,NA,1,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,A Jacob,Australia,2011-11-08,Airport is a joke with outdated facilities and terrible layout. The international and domestic are at separate terminals (shared runway) however have no shuttle or train connections. The parking staff (drop-off/pick-up) are awful and cannot cope when multiple cars pull up at once. Completely below international standards not recommended. Lounge facilities also small.,NA,NA,NA,1,3,4,NA,NA,NA,1,NA,NA,0
perth-airport,/airport-reviews/perth-airport,Perth Airport customer review,S Aggarwal,Australia,2011-09-20,The International terminal cannot handle the arrival of 3 planes at midnight causing long queues and waiting at customs for nearly 2 hrs. Even the immigration has only 2 counters operating for non-Australian people and 400 people waiting. Awful facilities.,NA,NA,NA,1,1,3,NA,NA,NA,1,NA,NA,0
philadelphia-airport,/airport-reviews/philadelphia-airport,Philadelphia Airport customer review,A Denison,United Kingdom,2014-01-13,Utterly chaotic with long queues and inaccurate flight information displays (although there were hardly any in Terminal F which is the worst terminal I've ever transited through). Staff dreadful slow and unhelpful.,NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,0
philadelphia-airport,/airport-reviews/philadelphia-airport,Philadelphia Airport customer review,G Oliver,United Kingdom,2013-09-11,"Flew into PHL en route to SFO from Manchester. If US Airways and the airport authorities want to make the place more appealing then they need to get customs and TSA sorted. Customs - 3rd time to the US and the longest wait by far. We all complete ESTA but then stand in a long queue with people who seem to have a library of documents that need to be checked. When we eventually get to a desk we breeze through. TSA - are they providing a service or do they think they run the show. They are amongst the rudest people I have encountered and need to be told so and told to sharpen up their act and their ""customer"" skills. It would also help if they didn't randomly bark out orders and could speak in a language that at least approximates to English. I couldn't wait to leave the place - felt and treated like a criminal from the moment we landed. What a welcome to the US. As for the airport - no real complaints - enjoyed the food court and some decent shops to occupy the layover time. Although the kids tell me the toilets there (M&F) are a disgrace - I took their word for it and went elsewhere (have to say the toilets I used were very clean). I've read other posts complaining about the size of the airport - well it is a US hub and it is big  but no different to London Schiphol etc. My only gripe is the poor signage (what are you supposed to do with your bags for the onward flight where do you go). This needs improvement. Was a bit taken aback to find the baggage dumped on the floor (after a long wait for customs) so had to wander about looking for cases - and there was a lot to get around. It is a bit dated (international terminal is more modern) and a bit drab. But I've been in a lot worse.",NA,NA,NA,7,2,4,NA,NA,NA,4,NA,NA,1
philadelphia-airport,/airport-reviews/philadelphia-airport,Philadelphia Airport customer review,A Avram,United States,2013-08-20,The worst airport I have ever gone through security coming in on an international flight. Immigration was great very safe and efficient. But then we got to the security line in which we waited and waited and waited. Only two people (a male and a female) checked boarding passes and IDs. Of which the man began carrying on a conversation with someone else and stopped checking boarding passes and IDs leaving only one person to do the work of two people. More than half of the passengers from the international flight missed their connection due to the incredibly slow security. New measures must be taken because every passenger wants to get to their final destination. Many employees do not do their jobs at this airport and that's a huge shame.,NA,NA,NA,NA,1,3,NA,NA,NA,3,NA,NA,0
philadelphia-airport,/airport-reviews/philadelphia-airport,Philadelphia Airport customer review,Ken Gibson,United Kingdom,2013-04-17,I have passed through this airport a number of times over the last 2 years. I find it very easy to get around the choice of restaurants is good (particularly recommend the wine bar near the B gates) and the waiting areas pleasant compared to some places. I have not however had to face check in or security as I have only been an arriving or transit passenger.,NA,NA,NA,8,4,4,NA,NA,NA,4,NA,NA,1
philadelphia-airport,/airport-reviews/philadelphia-airport,Philadelphia Airport customer review,T May,United States,2012-01-18,Stopped here for a three hour layover between Roanoke and San Francisco. After landing outside Terminal F the regional terminal I feared all the horror stories I heard were true. However staff were not rude in fact quite polite and helpful. The shuttle arrived almost the instant I got to it and then the main US Airways Terminal was also clean including the bathrooms. Although the outlets and WiFi left a little to be desired. Not a bad place to be if you need to stop for a while.,NA,NA,NA,9,5,5,NA,NA,NA,5,NA,NA,1
philadelphia-airport,/airport-reviews/philadelphia-airport,Philadelphia Airport customer review,H Collins,United States,2010-07-18,"They've done about as good a job as possible to make Philadelphia airport as pleasant as possible but I had to post my two cents here about a human pileup at the base of an escalator that almost occurred during a recent layover there. In order to get to Concourse F you have to use a downward escalator - there were too many people going to that area at the time I was there so there was a very long line (Disney-style!) to go down the escalator waiting for buses. Once the line started moving the person who was supposed to control the flow of humanity completely failed because too many people were queuing up at the base of the escalator and people were stopping at the bottom! There would have been a pileup if I hadn't said loudly ""Move move move move move!!"" and people at the bottom moved. But she completely failed. Airport security really needs to look at this to ensure this never happens again.",NA,NA,NA,3,1,3,NA,NA,NA,5,NA,NA,0
philadelphia-airport,/airport-reviews/philadelphia-airport,Philadelphia Airport customer review,R King,NA,2009-11-12,Very poor airport. You can arrive 2 hours before your flight and still not make it to your plane. I think much of the problem is US Air which chronically understaffs its check-in areas. The TSA screening stations are also understaffed and move very slowly. At PHL flight information for airlines other than USAir are not posted on the information monitors! My recent flight using AA an example. Flight information is often not posted at the gate check in desks the gate information on the monitors is often incorrect or not updated. Not nearly enough seats for people to sit on while waiting for flights. Other problems with PHL - poor signage within the airport poor signage as to how to enter and exit the airport and get to the parking lots and generally disorganized drop-off and pickup areas. The food prices inside the airport are not too bad however.,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
philadelphia-airport,/airport-reviews/philadelphia-airport,Philadelphia Airport customer review,Simon Channon,NA,2009-03-20,A breeze - the best gateway I've experienced into the US. Lots of immigration desks open and the officer processing my wife and myself even had a sense of humour! Security checks reasonably quick too. The airport is well laid out and decently signed - even though it's a long walk from Terminal B to Terminal A.,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0
philadelphia-airport,/airport-reviews/philadelphia-airport,Philadelphia Airport customer review,J Hamilton,NA,2008-08-06,Flew to Orlando via Philadelphia from the UK at the beginning of July '08. We got into Philly around 1800hrs local time and went straight through Homeland Security without waiting. There are quite a few shops to browse in whilst you are waiting for your connecting flight and the pick up and transfer of our luggage was seamless - no lost bags here! I would fly through this airport again I didn't experience any unpleasant staff and all my luggage made it there and back in one piece.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
phnom-penh-airport,/airport-reviews/phnom-penh-airport,Phnom Penh Airport customer review,N Sutherland,United Kingdom,2011-09-10,There are basically 3 options/desks in the arrivals area - one for Cambodian nationals and ASEAN. Passport holders who don't need a visa a queue for passengers who already have a visa (either online or from an Embassy) and longer queues for passengers requiring VoA. By far the best option is getting your visa online - I was through immigration in 3 mins a further few minutes waiting for the bags and I was in the Taxi 10 mins after getting off the plane - excellent.,NA,NA,NA,4,5,5,NA,NA,NA,3,NA,NA,0
phnom-penh-airport,/airport-reviews/phnom-penh-airport,Phnom Penh Airport customer review,T Hodge,Australia,2010-10-22,I did not encounter any corruption of any sort. We arranged our Visas before our trip which saved some time. Immigration staff seemed disinterested and my passport was nearly thrown back at me. The arrivals section is very basic. We were off the aircraft and out the door within around thirty minutes. It has potential to be a great airport but service needs to improve.,NA,NA,NA,3,5,3,NA,NA,NA,1,NA,NA,0
phoenix-airport,/airport-reviews/phoenix-airport,Phoenix Airport customer review,L Lehnert,Mexico,2012-03-22,GDL to SFO on US Air and had a short layover of 1 hr 20 mins at Phoenix Sky Harbor. This airport is a nightmare. It is so far from one gate to another that 1 hr 20 mins is not sufficient to make the connection. I missed my connection and had to stay in Phoenix for one night and get a flight the next day. The facilities were very nice; yet the problem was the distances. In the future I will avoid this airport if at all possible.,NA,NA,NA,4,4,4,NA,NA,NA,5,NA,NA,1
phoenix-airport,/airport-reviews/phoenix-airport,Phoenix Airport customer review,L Lim,Singapore,2012-02-06,Waiting time for luggage is poor for such a small airport. Rental car companies are all centralised in one location with just one well served shuttle route which is a great idea. Queuing times for security are OK. Food choices in the departure area (after security) are limited to fast food only and generally rather poor.,NA,NA,NA,5,3,3,NA,NA,NA,2,NA,NA,0
phoenix-airport,/airport-reviews/phoenix-airport,Phoenix Airport customer review,B Diener,Canada,2010-09-26,It's a small airport that is very efficient. The check-in was quick with hardly any line up's. I can say the same for the security check. Once you are in the secure area you have the choice of checking out a few gift shops or some bars and smaller restaurants. Personally I liked the large panorama window overlooking one of the runways with nice scenery in the background. As it is a small airport traffic delays aren't common.,NA,NA,NA,4,5,3,NA,NA,NA,3,NA,NA,0
phoenix-airport,/airport-reviews/phoenix-airport,Phoenix Airport customer review,G Boisvert,NA,2004-11-23,Phoenix is an overly large airport. Ive flown through all three of the terminals- The America West one looked every bit as big as O'Hare the ATA one was nice and medium sized. The United Terminal however is little better than a shack. The car rental facility used to be right at the Terminal but they've moved it since - this was a pain last time we were there since Air Force One had just landed and all traffic was kept in the airport until the President had departed. Not a bad airport as long as you're not in whatever terminal United uses but if you are flying United don't expect much.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
phuket-airport,/airport-reviews/phuket-airport,Phuket Airport customer review,Sabrina Falhaber,Netherlands,2015-08-01,"I arrived and departed from Phuket last week. My overall impression is that it's a decent, but messy airport. Signs are on point, there weren't long queues and the terminal looked fairly well maintained but dated. The small number of seats at the gate get taken very easily but the seats themselves are quite nice. There's a good amount of food and beverage shops, but the other shops are a bit disappointing. What bothered me on arrival was the small carousel and the fact that there was no staff to keep order when rude passengers made it impossible to grab your bag on the first round. I hope that the renovation will make things a little better.",Departure Only,01-07-2015,Solo Leisure,6,5,4,3,4,4,3,5,4,1
phuket-airport,/airport-reviews/phuket-airport,Phuket Airport customer review,Van Hiep Hoang,Vietnam,2013-07-14,We arrived here on June 28th and waited for our luggage which never came somebody came up to us and asked whether we are international yes we had to go to next belt 100m away! Then our luggage partly did not arrive but the lost and found personnel were very efficient. Outside the cabs are expensive and controlled by taxi cartel all over Phuket hence you have to pay more the price is too high for Thailand.,NA,NA,NA,NA,1,3,NA,NA,NA,2,NA,NA,0
phuket-airport,/airport-reviews/phuket-airport,Phuket Airport customer review,N Werner,Switzerland,2012-01-05,Arrived at 12pm and so did 3 other planes from Russia. This meant immigration lanes were very long and it took over an hour to clear immigration. Airport is very old and it clearly was not built for the 8 million passengers which pass through there. Luggage was already waiting and we where whisked off in our hotel car. Departure there is a long line to enter as you have to get your bags checked at the beginning before going to check-in. Check-in was efficient and security relaxed. There is not really much when you arrive in the departure area. Flight left on time and TG has the most convenient gates at the airport.,NA,NA,NA,5,1,2,NA,NA,NA,2,NA,NA,0
phuket-airport,/airport-reviews/phuket-airport,Phuket Airport customer review,B Johnson,NA,2010-04-11,This airport is extremely basic. I have been here a number of times over the years and it has not improved at all. The food facilities are terrible and the shops are no better. The only reason you would spend time here is in the mandatory check-in before departure. I was unfortunate to experience a delayed flight when I arrived at the airport and we caught a taxi back over to the JW Marriott which is quite close (confirm flight departure before leaving your hotel) and enjoyed some nice drinks and they had some entertainment as well. Amazing they don't have better facilities given the number of people that use this airport.,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0
phuket-airport,/airport-reviews/phuket-airport,Phuket Airport customer review,J Young,NA,2009-07-26,Airport feels and looks old and tired. Not all of the shops were open food options near the Gates 9-10 were very limited and the VAT refund office was closed (at 2pm on a Saturday!) Bags screened as you went inside the airport doors which meant you had to line up outside in the heat. Check in was smooth and immigration departure was smooth. Plenty of seats available but there werent too many departing flights either. It needs a bit of redevelopment to bring it up to scratch.,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0
phuket-airport,/airport-reviews/phuket-airport,Phuket Airport customer review,Steve Koenig,NA,2006-11-15,"In the arrival area there are several different commercial hotel ""services."" We ended up at the Thai hotel association desk. Although we wanted to go to Karmala Beach we had no reservations and not a real good idea of where to stay. The association said they had few hotels at Karmala and even though we said we wanted to avoid Patong pushed a hotel they said was in a quiet area just north of Patong. Brochure looked nice. When we arrived by taxi it turned out to be nothing like in the brochure photos. We went to a hotel we found in a the Rough Guide. Phoned the hotel association which promised we could get our 1000 Baht deposit back when we returned to the airport for our departing flight. And they were true to their word. All of the services do of course push hotels from which they get fees. Caveat emptor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
phuket-airport,/airport-reviews/phuket-airport,Phuket Airport customer review,Hugues Martel,NA,2005-03-26,Phuket has a nice and well-equipped airport. The airport is clean. People are friendly. Food and drinks are available at very reasonable prices. Custom officers are very efficient. As the airport is quite small walking distance from the check-in desks to the gates is very short. However the airport must get very crowded during the holidays season.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pisa-airport,/airport-reviews/pisa-airport,Pisa Airport customer review,P Cullen,United Kingdom,2014-05-12,Arriving with hand luggage was extremely easy about 10 minutes from stepping off the aircraft to walking out of the terminal. Departing was satisfactory not great but I have experienced worse elsewhere. Queues for security were fairly long (about 10 minutes wait) but kept moving passport checks took a couple of minutes. Once in the 'non-Schengen' area seating was very limited and there is only one snack bar. Note that the railway station is closed for a year while the line to Pisa Centrale is upgraded it is not a huge problem as there is a shuttle bus that takes you there in about 10 minutes (buy tickets in the terminal or when you get on); it arrives and leaves from the opposite side of the station to the main concourse it is well sign-posted.,NA,NA,NA,6,4,3,NA,NA,NA,3,NA,NA,1
pittsburgh-airport,/airport-reviews/pittsburgh-airport,Pittsburgh Airport customer review,P Jenkins,Australia,2013-05-12,"Pittsburgh International is a modern well-kept airport but it has been sad to its usage steadily decline over the last 15 years or so. The US Airways hub is no longer and the airport has had a difficult time with the transition. Unfortunately this has meant plenty of vacant gates and ticket counters. For the passenger PIT offers free wifi though the signal is really only active near the Skymall McDonald's right in the centre of the terminal. Security lines are well-organised. While I was joining the line an employee suggested to a group of us that we use the ""special annex screening gate"" which had no waiting. That was really good advice which had all of us through and into the secure area in no time. Overall it is still a clean comfortable airport. I just really miss the days when so many more people used it on a daily basis.",NA,NA,NA,8,5,5,NA,NA,NA,4,NA,NA,1
pittsburgh-airport,/airport-reviews/pittsburgh-airport,Pittsburgh Airport customer review,Vineet Bapat,NA,2006-03-18,Agree with all the positive comments - only in transit at Pittsburgh International recently and found it to be a very pleasnt experience due in large part to the variety of shops and restaurants. An uncrowded spacious lay-out adds to the comfort level. Also agree with a previous comment regarding the downside of this airport being the near monopoly of US Airways; a greater presence by competing carriers would be a real plus!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pointe-noire-airport,/airport-reviews/pointe-noire-airport,Pointe Noire Airport customer review,P Smith,Canada,2012-04-24,Canadian passport used on entry and despite having valid visa I was still required to show a letter of invitation from someone residing in the Congo. Next you have your Yellow Fever certificate inspected. Luggage arrived in good time but all bags were manually searched by officials before exiting arrivals. Arrival hall was very crowded with 2 aircraft's having arrived within 20 minutes of each another. No functioning air- conditioning. On return thereafter came another security check passport control another security check at X- ray screening line and only then access to departure lounge. To enter boarding area from departure lounge area you again have a passport check as well as another table where you have your carry-on opened and inspected. If you happen to need a bathroom visit after having entered the boarding gate area you must proceed back to departure lounge.,NA,NA,NA,1,2,3,NA,NA,NA,2,NA,NA,0
pointe-noire-airport,/airport-reviews/pointe-noire-airport,Pointe Noire Airport customer review,Dave Stanley,United Kingdom,2009-08-09,The airport is small and modern. It has both local and international flights (Air France). Arrivals are no problem and there is not far to walk from the aircraft to the airport exit. There did not seem to be to many people bothering passengers. Departures is also straight forward with modern check-in desks. There are not many shops in the departure area and only one basic cafe. There is adequate seating and the air-conditioning works well. Overall a very good experience compared with other African airports.,NA,NA,NA,4,5,5,NA,NA,NA,3,NA,NA,0
ponta-delgada-airport,/airport-reviews/ponta-delgada-airport,Ponta Delgada Airport customer review,Paul Turner,NA,2009-03-17,A lovely little airport. Everything is within easy walking distance of everything else. With so few flights there is none of the stress associated with the main European hubs. Arriving and leaving security and luggage collection is all very quick and easy. Even walking to the car rental pick up point is only a two minute stroll.,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0
port-macquarie-airport,/airport-reviews/port-macquarie-airport,Port Macquarie Airport customer review,C Tudehope,Australia,2011-04-16,Port Macquarie Small airport that serves its purpose. It only gets flights from Sydney. The arrivals gate is a gate (much like one would find around a pool to keep kids out) and the departures lounge is comfortable and air conditioned a new add-on as a result of changing security laws. All the staff friendly and personable possibly because they don't get many people through in a a day. Whilst the number of people in the terminal was comfortable around my flight times it wouldn't go astray for the owners to speed up on expanding the airport facilities as it was getting a bit on the crowded side as there is only one taxiway connecting the apron to the runway. There's also a nice viewing area for all members of the public outside near the arrivals gate where all planes can be seen arriving and departing.,NA,NA,NA,5,5,3,NA,NA,NA,5,NA,NA,0
portland-airport,/airport-reviews/portland-airport,Portland Airport customer review,M Atkinson,United States,2014-09-28,"There's a lot of bad and good to say about Portland International Airport. First the good: PDX has a lot of restaurants and shops to visit. Prices aren't too outrageous and it feels organized and easy to navigate. I've read a lot of complaints about the TSA in Portland but I've experienced very few problems especially compared to other airports. The lines usually move fast and they don't make me remove all my liquids from my luggage which some airports do. Now the bad: the pick up for PDX is a mess. It doesn't need to be but it really is. First of all is the smoking problem. Everywhere along the pick up line are signs that say ""No Smoking."" There is a designated smoking area at the very start of the line where cars come in. However whenever I'm at PDX there are smokers standing all over the place in any location along pick up. I have yet to see PDX enforce them. The second issue with pick up is that there are signs posted everywhere asking people to not wait. That's why there is a very useful easy to find cellphone waiting area nearby. However often the pick up lane will be entirely blocked with parked cars who are still waiting for people to get out of baggage claim or off their flights. I've watched multiple cars sit in the same spot for over fifteen minutes while the drivers played on their cell phones. On many occasions I've picked up and been picked up at this airport and if anything I've always seen cars blocking the entire pick up line with no one in sight to pick up. There was no one to enforce the many signs stating this was illegal. It's been a problem several times which is why I'm finally writing about it. Weekends are the worst and I usually try to avoid that but sometimes that's impossible. Let's use common sense PDX! I can understand giving people a few minutes so the person being picked up can run to the car from wherever they were waiting outside and drop their luggage in the trunk but anything over five minutes to fifteen plus minutes is ridiculous.",NA,NA,NA,5,3,3,NA,NA,NA,4,NA,NA,1
portland-airport,/airport-reviews/portland-airport,Portland Airport customer review,D Cassius,Netherlands,2013-05-20,Arrived here on an international flight from AMS connecting to a US domestic flight. Immigration and customs fast and efficient. Was outside the terminal within 20 mins from deplaning. Security screening for domestic connection well organized efficient and quick. The most friendly and courteous TSA officers I've seen in a US airport.,NA,NA,NA,9,5,4,NA,NA,NA,4,NA,NA,1
