airline_name,link,title,author,author_country,date,content,lounge_name,airport,lounge_type,date_visit,type_traveller,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
british-airways,/lounge-reviews/british-airways,British Airways Business Class Lounge Customer - Newcastle Airport,Tim New,NA,2010-04-09,The best thing about the BA lounge at Newcastle is the staff. I fly every week so have got to know them and they are always professional and courteous. Lounge a bit old and worn now but don’t expect BA will upgrade (they only seem to be in the business of downgrading everything these days). Good selection of drinks. Sandwiches at lunchtimes nice freshly prepared and a good selection. A nice place to wait for an hour or a bit longer. The staff are the same two or three very pleasant ladies – wish BA would commission them to train their FA colleagues in customer centricity! One negative - just one loo and it has never flushed properly since my two years using it.,BRITISH AIRWAYS BUSINESS CLASS LOUNGE CUSTOMER REVIEW,Newcastle Airport,Business Class,NA,NA,3,3,3,4,3,2,4,4,0
emirates,/lounge-reviews/emirates,Emirates Business Class Lounge - Dubai Airport,Michael Collins,Australia,2014-03-03,This is the only part of Dubai airport which is worth visiting. The lounge is comfortable there was a very wide selection of good hot and cold food drinks etc. I would be happy to revisit this place if I ever return to Dubai - but that isn't going to happen - one visit to Dubai is enough for anyone.,EMIRATES BUSINESS CLASS LOUNGE REVIEW,Dubai Airport,Business Class,NA,NA,4,4,5,5,5,4,4,4,1
british-airways,/lounge-reviews/british-airways,British Airways Galleries Business Class Lounge - London Heathrow Airport,K Lee,Trinidad & Tobago,2014-10-22,I had an evening flight and the lounge was overcrowded. I travelled with a friend and it has very hard to find a place to sit down. There wasn't much space to relax in either once you found a spot. The plus side is that there was a good selection of sandwiches and decent WiFi.,BRITISH AIRWAYS GALLERIES BUSINESS CLASS LOUNGE REVIEW,London Heathrow Airport,Business Class,NA,NA,4,3,4,4,4,3,5,3,1
british-airways,/lounge-reviews/british-airways,Club Europe - Amsterdam Schiphol Airport,F Chambers,United Kingdom,2015-06-12,"The old BA lounge at Schipol was small, cramped, had a poor selection of food and the staff were indifferent at best and unfriendly at worst.  The new lounge has managed to retain all of those
things, with an added 15 minute walk through a temporary tunnel from the terminal building. The only positive things I can say about this place is that the air conditioning works, and it
wasn't too crowded when I visited.  I have visited BA and partner lounges worldwide.  This one is the worst by miles. Not recommended, obviously.",Club Europe,Amsterdam Schiphol Airport,Business Class,NA,Business,2,3,1,1,1,4,1,NA,0
us-airways,/lounge-reviews/us-airways,Us Airways Business Class Lounge - Philadelphia Airport,Bill Atkins,United States,2012-09-17,There is no longer a dedicated lounge for Envoy Class - it is just the regular Club with one free drink ticket for which I got an undrinkable bloody mary. Only chips and salsa and some cookies as the food offering. Anything more substantial has to be paid for. Hardly Business Class standard especially when compared with the excellent BA lounge in this airport.,US AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Philadelphia Airport,Business Class,NA,NA,3,4,4,3,1,3,4,4,0
virgin-atlantic-airways,/lounge-reviews/virgin-atlantic-airways,Virgin Atlantic Clubhouse Business Class Lounge - London Heathrow Airport,Lynne Whitmore,NA,2008-09-14,First time user of LHR Clubhouse and very impressed. Shown the various areas by a staff member and looked around ourselves before deciding on a seat viewing the runway. Firstly deposited bag and given a ticket to collect it prior to boarding. There were many different types of seating areas: cafe style; by Tv; in library; lounge style; child area; IT area - lots of choice. Chose a wicker hanging chair and sofa behind bar and ordered chicken curry and burger and champagne and espresso martini. The food came first with drinks shortly after. Had another drink and then went for our pre-booked shave and manicure in the cowshed. Found a seat in the same area following our treatments and had another couple of drinks and a dessert.,VIRGIN ATLANTIC CLUBHOUSE BUSINESS CLASS LOUNGE REVIEW,London Heathrow Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,0
turkish-airlines,/lounge-reviews/turkish-airlines,"Turkish Airlines ""domestic"" Business Class Lounge - Izmir Airport",Ahmet Altiner,United States,2015-01-30,This is for the domestic CIP lounge in Izmir. This is a lovely clean lounge with great bathrooms and friendly staff. The design is homey yet modern. There is adequate amount of snacks but not extensive hot food selection. No alcohol only coffee tea and soft drinks. They drive you directly to your flight (so you do not need to go back to the gate) which is fantastic!,"TURKISH AIRLINES ""DOMESTIC"" BUSINESS CLASS LOUNGE REVIEW",Izmir Airport,Business Class,NA,NA,4,5,5,3,3,5,5,5,1
continental-airlines,/lounge-reviews/continental-airlines,Continental Airlines Business Class (servisair) Lounge - Amsterdam Schiphol Airport,A Thorne,United Kingdom,2011-06-07,A substandard lounge. Most importantly for me the lounge only provides access to the Free Terminal Internet rather than a dedicated service. This service does not allow access to corporate networks so I could not synchronize my email before the flight. Further the service was so slow I could not even access my personal Gmail. I left my hotel this morning anticipating that I would pick up breakfast in the lounge. The breakfast options were Crisps and a dry biscuit bread - below expectation and below the competitive benchmark. The only newspapers available were a Jewish / Israeli weekly in English and only other Hebrew and Middle Eastern publications. Nothing in English German or Dutch. It was peak hour yet half the lounge was closed off creating a shortage of seating. For tea there was no milk available just powdered creamer. There was one hot food facility available. it was empty and appeared to be out of use. The general conditions and atmosphere in the Lounge were far below the pre flight experience offered by competitors.,CONTINENTAL AIRLINES BUSINESS CLASS (SERVISAIR) LOUNGE REVIEW,Amsterdam Schiphol Airport,Business Class,NA,NA,2,2,3,2,1,3,1,2,0
turkish-airlines,/lounge-reviews/turkish-airlines,Turkish Airlines Business Class Lounge - Istanbul Ataturk Airport,Manfred Christall,Austria,2013-07-07,After a quite long walk over the airport you find a big lounge. There are lockers where you can store your bags a small cinema kids-area several coffee and tea-bars a grill where you can get sandwiches bbqued chicken and beef soups cheese salads pasta and desserts. Food quantity is impressive all offers taste good some very good. Internet stations are available and free wifi. The shower rooms are clean and nicely designed.,TURKISH AIRLINES BUSINESS CLASS LOUNGE REVIEW,Istanbul Ataturk Airport,Business Class,NA,NA,4,5,5,5,5,5,5,1,1
turkish-airlines,/lounge-reviews/turkish-airlines,Turkish Airlines Business Class Cip Lounge - Izmir Airport,Nick Paul,NA,2007-11-03,Small CIP Lounge with nice choice of drinks and snacks. Limited office space for business if required comfortable sofas / seating and quiet space without excess noise from airport operation. Nice lounge conveniently close to gates and good efficient staff to assist if needed.,TURKISH AIRLINES BUSINESS CLASS CIP LOUNGE REVIEW,Izmir Airport,Business Class,NA,NA,4,4,5,4,4,4,3,5,0
eva-air,/lounge-reviews/eva-air,Eva Air Business Class Lounge - London Heathrow Airport,H Jones,United Kingdom,2011-10-22,Untidy and in a very poor condition. Very crowded extremely poor selection of drinks and snacks. We just about managed to get a seat together in a cramped windowless corner and had to step over the lead of the lap top for the man next to us every time we got up. The toilets were in a poor condition as were the lounge seats. The staff barely cleaned the tables and seemed more intent on finishing their conversation in the kitchen area. The receptionist didn't even say goodbye when we left. I couldn't find a newspaper or any other reading material. Will not use this lounge again at LHR.,EVA AIR BUSINESS CLASS LOUNGE REVIEW,London Heathrow Airport,Business Class,NA,NA,2,2,2,2,2,2,2,2,0
japan-airlines,/lounge-reviews/japan-airlines,Japan Airlines Business Class Sakura Lounge - Tokyo Narita Airport,Brian Smith,NA,2008-08-28,This lounge is for business class premium economy class and their premier class passengers. The first class passengers have a separate one I believe. This lounge was large covering two floors. On the upper floor there is a buffet. Yes an honest to god buffet of food not just packaged snacks. Great offerings of both hot and cold dishes and plenty of seating. As always children annoy me. Why and how do they get into places like this? Their running around and screaming a real turn off.,JAPAN AIRLINES BUSINESS CLASS SAKURA LOUNGE REVIEW,Tokyo Narita Airport,Business Class,NA,NA,4,4,5,4,4,4,4,4,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Business Class Lounge - Munich Airport,B Hamilton,United Kingdom,2011-05-03,One word terrible. Munich lounge Friday evening over crowded shabby and a disgrace to an alleged 4 star airline. One to be avoided at all costs.,LUFTHANSA BUSINESS CLASS LOUNGE REVIEW,Munich Airport,Business Class,NA,NA,2,1,2,2,1,2,1,2,0
singapore-airlines,/lounge-reviews/singapore-airlines,Singapore Airlines Business Class Lounge - Singapore Changi Airport,T King,Australia,2012-01-25,Very good lounge - lots of food on offer though the selection did not change during my 8 hour stay. The seating was comfy and offering good privacy. The staff were very helpful and even when I walked in and out of the lounge regularly they did not raise a fuss and ask for a boarding pass. The toilets were clean with great showers that were well stocked. The wi-fi was easy to access.,SINGAPORE AIRLINES BUSINESS CLASS LOUNGE REVIEW,Singapore Changi Airport,Business Class,NA,NA,5,4,5,4,4,5,5,5,1
continental-airlines,/lounge-reviews/continental-airlines,Continental Airlines Business Class Lounge - Sao Paulo Guarulhos Airport,Chris Priester,United States,2011-05-01,The lounge in Sao Paulo is a welcomed retreat from the rest of this very hectic airport. It has plenty of seating and is clean the wifi can be hit/miss but generally is acceptable. They could use a few more televisions as they only have 1 but just being out of the main terminal is a great benefit. They provide finger food soup bread and cheese nothing really spectacular but as mentioned better than the rest of the terminal.,CONTINENTAL AIRLINES BUSINESS CLASS LOUNGE REVIEW,Sao Paulo Guarulhos Airport,Business Class,NA,NA,3,4,4,3,3,3,4,3,0
british-airways,/lounge-reviews/british-airways,British Airways First Class Concorde Room Lounge - London Heathrow Airport,Pat Marwick,United Kingdom,2013-05-29,Very disappointed in the Concorde Room. The dining staff seemed almost irritated that we wanted breakfast. Scrambled eggs were cold. I'm still waiting for the second cup of coffee I requested. Very pleasant seating outside in the terrace area but so difficult to catch the attention of the staff. I eventually went up to the bar myself but the one guy was busy filling orders for the waitresses and I had to wait to catch his attention. I saw no food except for the food served in the dining area. Next time we will go to the Galleries Lounge and help ourselves.,BRITISH AIRWAYS FIRST CLASS CONCORDE ROOM LOUNGE REVIEW,London Heathrow Airport,First Class,NA,NA,4,4,4,3,3,3,5,3,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Business Class Lounge - Riga Airport,D Chamberlain,United Kingdom,2014-01-21,An excellent lounge - bright comfortable welcoming staff good food and drinks. There was a calm environment friendly and efficient. Food was good in quality and variety and the drinks were plentiful and restocked efficiently. Very good.,LUFTHANSA BUSINESS CLASS LOUNGE REVIEW,Riga Airport,Business Class,NA,NA,4,4,5,4,3,4,4,5,1
aer-lingus,/lounge-reviews/aer-lingus,Aer Lingus Gold Circle Business Class Lounge - Dublin Airport,G Reynolds,NA,2008-09-29,This lounge has so much potential - it's bright clean and offers sweeping views of the airfield. However the desk staff can range from super-friendly (letting me bring my kids in sometimes) to totally indifferent (too busy gossiping with colleagues to say hello). There is a good range of drinks on offer but food is poor and is restricted to bags of twiglets (does anyone actually like them??!) and crackers with DUTCH cheese (so much for strong Irish brand identity which Aer Lingus supposedly prides itself on). Plus there is a charge for internet usage which is a shame.,AER LINGUS GOLD CIRCLE BUSINESS CLASS LOUNGE REVIEW,Dublin Airport,Business Class,NA,NA,2,4,3,3,1,1,1,3,0
swiss-international-air-lines,/lounge-reviews/swiss-international-air-lines,Swiss Int'l Air Lines Frequent Flyer Lounge - Zurich Airport,Trond Tornes,Norway,2015-02-04,Food offer not good - how about a simple healthy build-your-own salad. It wouldn't cost more than the food offered. Or offer food brought from one of the restaurants downstairs. In order to get decent food I now need to stop working and get to the airport restaurants outside the lounge area and then check in again. Apart from that this is a good calm and clean lounge.,SWISS INT'L AIR LINES FREQUENT FLYER LOUNGE REVIEW,Zurich Airport,Frequent Flyer,NA,NA,3,4,4,3,1,4,4,4,0
emirates,/lounge-reviews/emirates,Emirates Business Class Lounge Customer - Dubai Airport,Isabel Pritchard,NA,2009-12-05,Very disappointing. Difficult to find somewhere to sit chairs not comfortable for long waits food disappointing - I am not into stew and casserole type dishes at 6am not very much on offer only muffins. As with other parts of the airport only hot water dispensed from taps in rest rooms had to go and get bottled water so that I could clean my teeth. Some serious thought needs to be given to the layout and service.,EMIRATES BUSINESS CLASS LOUNGE CUSTOMER REVIEW,Dubai Airport,Business Class,NA,NA,3,2,4,3,3,4,4,3,0
tap-portugal,/lounge-reviews/tap-portugal,Tap Portugal Business Class Star Alliance Gold Lounge - Lisbon Airport,Dajo DeCourcy,Portugal,2015-05-10,This lounge is too small. It is always full and difficult to find seating. They have a good selection of magazines if you speak Portuguese. Having just spent an hour in the lounge the coffee spilt on the steps was not cleaned. There were no hors d'oeuvres Pepsi and Pepsi light taps were only pouring water there were no small bottles of water and practically every single table was dirty with dirty dishes - yet there were four people in the lounge kitchen. Apparently all too busy having a morning conversation rather than doing their job and making the lounge presentable.,TAP PORTUGAL BUSINESS CLASS STAR ALLIANCE GOLD LOUNGE REVIEW,Lisbon Airport,Business Class,NA,NA,2,2,1,2,1,2,3,1,0
swiss-international-air-lines,/lounge-reviews/swiss-international-air-lines,Swiss Senator Lounge - Zurich Airport,Michael Kiepert,NA,2008-08-19,It is actually the old First Class lounge remodelled and in atmosphere it beats the old lounge. Quite comfortable leather chairs good lighting and new stone walls in beige make nice surroundings. Food and drink selection as in the previous business class lounge. Already quite a lot of people (on Friday evening and Tuesday morning) but all in all a nice place to spend some time.,SWISS SENATOR LOUNGE REVIEW,Zurich Airport,NA,NA,NA,2,4,5,4,4,0,0,0,0
el-al-israel-airlines,/lounge-reviews/el-al-israel-airlines,El Al Business Class Lounge - Tel Aviv Airport,C Lev,NA,2008-10-30,Dan Lounge is the ONLY lounge at Ben Gurion Airport in Tel Aviv regardless of carrier! The lounge is always packed and with Israeli backpackers and whole extended families that are clearly not traveling in First or Business Class! I think they have some kind of deal with a credit card company or something which allows easy access to the airports ONLY lounge. It only has two toilet cubicles that are unisex and one was out of order so men women and children all had to line up to use the one cubicle! The cold food and beverage table seemed more like a school lunch line with children and youth grabbing things and small children playing with the espresso machine. Last but not least airport staff and airline maintenance and ground crew come through to grab food and drinks laid out for the passengers. I witnessed an aircraft maintenance guy come through a back door and with his clearly dirty fingers and overalls finger several pieces of cake till he found one in the middle he liked stuffed it in his mouth leaving the others aside and walked out the same way he came in! Ben Gurion need to open several lounges to meet the need of its passengers and levels and status. Truly the worst airport lounge I've been in. Really disappointing since the new terminal 3 is so nice!,EL AL BUSINESS CLASS LOUNGE REVIEW,Tel Aviv Airport,Business Class,NA,NA,1,2,2,1,1,0,2,2,0
etihad-airways,/lounge-reviews/etihad-airways,Etihad Airways Business Class Lounge - Abu Dhabi Airport,C Williamson,United Arab Emirates,2012-09-17,Very disappointed by the Lounge and by the lounge staff who were unfriendly and unprofessional. For the food and beverages facilities and the lounge was correct.,ETIHAD AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Abu Dhabi Airport,Business Class,NA,NA,3,2,4,3,3,3,2,1,0
air-france,/lounge-reviews/air-france,Air France Business Class Lounge - Lyon Airport,L Wiesenfeld,France,2013-03-20,A few seats uncomfortable. No decent food coffee and tea from coin machines. Some newspapers. Such a minimal lounge that I now avoid it and use the open bars and cafes of the airport far better and friendlier.,AIR FRANCE BUSINESS CLASS LOUNGE REVIEW,Lyon Airport,Business Class,NA,NA,2,2,4,1,1,1,4,3,0
british-airways,/lounge-reviews/british-airways,British Airways Terraces First Class Lounge - New York JFK Airport,Alan Wan,United Kingdom,2012-06-18,The First Class lounge looks attractive and seemed classier than the Club lounge next door. The choice of drinks was reasonable with decent champagne but the quality of whiskey was rather low for a First class lounge. I used the showers in the Business Class lounge next door it was okay but I have certainly had better experiences. The real serious disappointment was the choice of food there were some cold sandwiches and packets of cheap cheese and a variety of crisps etc but nothing hot - a real let down.,BRITISH AIRWAYS TERRACES FIRST CLASS LOUNGE REVIEW,New York JFK Airport,First Class,NA,NA,3,4,4,4,1,3,4,3,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Business Class Lounge,S Taylor,Germany,2014-01-13,Fairly simple in all respects but calm and not too busy. Easy to get things done so functionally good. Service is ok but lacks warmth something I have noticed in the lounge on Level G too.,LUFTHANSA BUSINESS CLASS LOUNGE REVIEW,NA,Business Class,NA,NA,4,4,4,3,3,4,5,3,1
thai-airways,/lounge-reviews/thai-airways,Thai Airways Royal Silk Business Class Lounge - Bangkok Suvarnabhumi Airport,M Gilbert,Australia,2012-05-08,The main lounge is quite large with plenty of seating but a little bit tired and worn  the other smaller business lounge is more comfortable with a good selection of food and variety of drinks on offer. Staff very friendly and willing to help  washrooms and shower kept in good order but can get very busy at certain times.,THAI AIRWAYS ROYAL SILK BUSINESS CLASS LOUNGE REVIEW,Bangkok Suvarnabhumi Airport,Business Class,NA,NA,4,5,5,4,4,4,4,5,1
garuda-indonesia,/lounge-reviews/garuda-indonesia,Garuda Indonesia Business Class Lounge - Denpasar Bali Airport,Tim Holmes,Australia,2014-10-05,The lounge cannot qualify as either a Business or certainly not First class lounge and should not be promoted as such. Food is at best basic dipping to appalling. No alcohol served unless asked for then only beer and wine and not promoted. They have been promising a new lounge for 12 months. The old lounge in the old terminal although sub average was better. No shower or restroom given 1 star to both bar and restroom only because I can't submit without adding a score!,GARUDA INDONESIA BUSINESS CLASS LOUNGE REVIEW,Denpasar Bali Airport,Business Class,NA,NA,1,1,1,1,1,1,2,1,0
united-airlines,/lounge-reviews/united-airlines,United Airlines Club Business Class Lounge - Houston Hobby Airport,M Brown,United States,2013-07-31,The United Club locations in Houston are actually pre-merger Continental President's Club locations. The facility is nice with over sized leather chairs in addition to traditional bar seating. The facility is very clean and still looks rather new although it's probably close to 10 years old. The third level has a smaller seating area but can be a nice get away from the busy setting on the second floor. My main complain about the United Club is the lack of food options and the tiny glasses used for sodas. Crackers and cheese really aren't worth the $400 yearly membership fee.,UNITED AIRLINES CLUB BUSINESS CLASS LOUNGE REVIEW,Houston Hobby Airport,Business Class,NA,NA,4,4,3,5,2,4,5,4,1
american-airlines,/lounge-reviews/american-airlines,American Airlines Admirals Club Lounge - Dallas Fort-Worth Airport,R McGraw,NA,2009-09-18,I purchased a 1-day pass for 3 people in my family to use the Admirals Club in Dallas-Ft. Worth Admirals Club on the way overseas. I bought it online and ask the agent if there was free sandwiches snacks and alcoholic beverages. We wanted to get a cold beer and maybe cheese/crackers. The person said all this was free and when we got there I did not find any sandwiches free or alcohol. There was some trail-mix and pretzels cokes tea and water. The menu was an elaborate price to order anything else. We did not stay long and left. Delta clubs are better with choices of drinks (alcoholic or others) finger-foods and sandwiches. Do not bother with a 1-day pass at Admiral Clubs the only thing you get is maybe a fairly comfortable chair.,AMERICAN AIRLINES ADMIRALS CLUB LOUNGE REVIEW,Dallas Fort-Worth Airport,NA,NA,NA,2,3,3,0,0,3,3,2,0
austrian-airlines,/lounge-reviews/austrian-airlines,Austrian Airlines Business Class Lounge - Vienna Airport,J PHILLIPS,NA,2007-01-06,Lounge at Vienna is reminiscent of a Costa Coffee shop at a motorway service station. Very poor selection of nibbles available and themed contemporary seating which was only comfortable for a brief visit. Washroom facilities clean but basic and very old fashioned.,AUSTRIAN AIRLINES BUSINESS CLASS LOUNGE REVIEW,Vienna Airport,Business Class,NA,NA,3,3,4,4,2,2,2,2,0
united-airlines,/lounge-reviews/united-airlines,United Airlines Business Class Lounge - London Heathrow Airport,Daniela Massa,United States,2015-03-22,This is United Flagship Lounge in Terminal 2 at LHR Heathrow Airport. It's very spacious and modern white marble leather seating (open or more secluded).I was there for a late 10pm flight back to New York and there was so much food choice. What a shame that United didn't initiate this in the USA.,UNITED AIRLINES BUSINESS CLASS LOUNGE REVIEW,London Heathrow Airport,Business Class,NA,NA,5,5,5,5,5,5,5,5,1
united-airlines,/lounge-reviews/united-airlines,United Airlines Red Carpet Club Lounge - Denver Airport,B Weber,United States,2011-05-01,Denver Red Carpet - while large - has some areas that leave something to be desired. Limited plugs. They could do a much better job ensuring that each seating cluster has plug in or access to one. One of the benefits of airline clubs is the convenience of not having to fight for outlets and this particular airline club has the same issue - something that surprised me for United's hub. Other airline clubs are much better on this front. Clean up service of old plates/glasses. Service to clean up old plates and other glassware is sporadic at best. I had to clean up my area before sitting and the table I moved them to has not been cleaned up in the two hours I have been here.,UNITED AIRLINES RED CARPET CLUB LOUNGE REVIEW,Denver Airport,NA,NA,NA,3,3,2,3,3,4,3,2,0
emirates,/lounge-reviews/emirates,Emirates Business Class Lounge - Birmingham Airport,G Nock,United Kingdom,2015-01-27,A great place to relax. The selection of food and drink is very good as is service from staff. It is very close to the boarding gate that Emirates there is a separate gate for Business class passengers From the Chauffeur drop off to the lounge took approx. 15 minutes,EMIRATES BUSINESS CLASS LOUNGE REVIEW,Birmingham Airport,Business Class,NA,NA,5,5,5,4,5,4,4,5,1
swiss-international-air-lines,/lounge-reviews/swiss-international-air-lines,Swiss Int'l Air Lines First/business Class Lounge - New York JFK Airport,R Winger,United States,2013-05-29,Swiss provides lounge service for all Star Alliance carriers at JFK T4. Its probably the skimpiest lounge I have ever encountered anywhere. Catering in the morning is limited to some berries and some stale bagels. The cappuccino button on the coffee machine is disabled (saving milk?). There are no newspapers. The only thing there is are armchairs at least 10 years old and uncomfortable. I mostly use the lounge before the Avianca flight to Bogota in the morning and I thought that Avianca is the poor cousin in the Star Alliance and its passengers get correspondingly offhanded treatment. Not so. A couple of months ago I took Swiss First to Zurich and used the F section of the lounge. Indistinguishable except for a simmering pot of unidentifiable meat and half a bottle of champagne. Isn't Swiss service supposed to be something special?,SWISS INT'L AIR LINES FIRST/BUSINESS CLASS LOUNGE REVIEW,New York JFK Airport,Business Class,NA,NA,3,3,4,2,1,1,4,3,0
virgin-atlantic-airways,/lounge-reviews/virgin-atlantic-airways,Virgin Atlantic Clubhouse Lounge Customer - Chicago O'Hare Airport,Janet Walford,United Kingdom,2013-09-15,"This is a shared lounge with Cathay Pacific and several others. It is also the type of lounge that appears to be accessed by anyone paying a nominal fee or having a paid-for lounge pass. As such it was absolutely crowded out - we got two of the last seats available on a Thursday afternoon. There was nothing to eat apart from soup (unnamed) and crisps and only quarter bottles of indifferent wine (the white ran out about an hour after we arrived) with a few general spirits such as G&T. This is not a proper business lounge of the type you would expect from Virgin and we were very very disappointed. There were no UK papers hardly any magazines and the room was small and cramped. We watched people come in walk around looking for a seat and then leave again. I asked the woman on the reception desk what happened when the lounge was full and she told me that she ""sent them away"". When I asked where to she replied ""out of here"". Chicago is not a small airport in the middle of nowhere it is an important international hub and as such business passengers should be provided with facilities to match the price paid.",VIRGIN ATLANTIC CLUBHOUSE LOUNGE CUSTOMER REVIEW,Chicago O'Hare Airport,NA,NA,NA,2,1,2,1,1,2,3,1,0
british-airways,/lounge-reviews/british-airways,British Airways First Class Lounge Customer - Bangkok Suvarnabhumi Airport,A Excel,NA,2009-12-31,Arrived at Suvarnabhumi Airport a little early in order to check out BA/QF first class lounge. Very disappointed. Nothing special - if anything the Business Class lounge opposite was as good if not better. The First lounge was small very limited food - cheese platter 2 choices two types of rolls and wraps. Only difference between business and First was choice of wines and champagne.,BRITISH AIRWAYS FIRST CLASS LOUNGE CUSTOMER REVIEW,Bangkok Suvarnabhumi Airport,First Class,NA,NA,4,3,4,4,3,4,4,4,0
air-india,/lounge-reviews/air-india,Air India Maharaja Business Class Lounge - Mumbai Airport,M Bomford,United Kingdom,2012-02-27,After the chaos confusion and long wait through immigration and security this was a shocking surprise. At first we wondered if we were in the right place. Dingy and old fashioned with no sign of any refreshments at all. No wifi and a Desk top that had to be repaired before it was usable. The toilet facilities were the worst we have seen in a so called Business Class lounge. While we were there some Indian people were offered a drink and light refreshments (so presume there was catering of some sort somewhere) but not us or other Europeans. A miserable alternative to the much better options just outside the door.,AIR INDIA MAHARAJA BUSINESS CLASS LOUNGE REVIEW,Mumbai Airport,Business Class,NA,NA,1,2,3,1,1,1,1,1,0
us-airways,/lounge-reviews/us-airways,Us Airways Business Class Club Lounge - Charlotte Airport,M Robinson,United States,2013-08-05,This club is comfortable and flexible as you have the choice of sitting in the quiet area or the louder tv area. I like the two story window looking at the planes/weather etc. House wines and beer are no charge. Food options are limited. The soup is good but NEVER changes. The staff are courteous and as mentioned do a good job cleaning the whole complex. The Internet works well. It provides clean rest rooms and a place to get some work done.,US AIRWAYS BUSINESS CLASS CLUB LOUNGE REVIEW,Charlotte Airport,Business Class,NA,NA,4,4,4,3,3,4,4,4,1
qantas-airways,/lounge-reviews/qantas-airways,Qantas First Class Lounge - Melbourne Airport,B Anderson,New Zealand,2015-01-30,As an Emirates platinum member I am able to access the Qantas first lounge while travelling on Emirates from New Zealand to Dubai during my stop-over in Melbourne. It is not a massively large lounge but has never been overly busy when I have visited and in fact has been very peaceful. The restaurant is excellent offering great food and quick service. The staff are brilliant without being obtrusive. I prefer this lounge to any Emirates lounge and enjoy the peace and quiet.,QANTAS FIRST CLASS LOUNGE REVIEW,Melbourne Airport,First Class,NA,NA,5,4,5,5,5,4,4,5,1
air-canada,/lounge-reviews/air-canada,Air Canada Domestic Maple Leaf Lounge - Toronto Pearson Airport,M Norton,Canada,2011-09-17,I have used this lounge many times and love it. Spacious and modern with nice touches like original glass sculpture in the bathrooms and light but good food choices and self serve bar. A world apart from any US airline lounge I have been to where food means pre-packaged tasteless cookies and a pay bar.,AIR CANADA DOMESTIC MAPLE LEAF LOUNGE REVIEW,Toronto Pearson Airport,NA,NA,NA,4,4,4,4,4,3,2,4,0
thai-airways,/lounge-reviews/thai-airways,Thai Airways Business Class Lounge - Bangkok Suvarnabhumi Airport,Scott Wilson,NA,2009-01-20,Late transfer staff helpful directed me to a decent sized shower room (with toilet) to freshen up for the next flight ahead. Busy lounge with relatively few seats but quiet enough and clean. Very little reading material but ok to sit and relax. Food selection mostly cold pastry products and poor quality sugary desserts. Internet access through terminals that I wouldn't trust as PCs concerned had vast amounts of software that had been installed on them by past users. Biggest inconvenience is having to queue up for security between lounge and gates with no priority queue. Overall great staff comfortable environment good shower/bathroom facilities but needs a big rethink on food.,THAI AIRWAYS BUSINESS CLASS LOUNGE REVIEW,Bangkok Suvarnabhumi Airport,Business Class,NA,NA,3,4,4,3,1,4,3,5,0
british-airways,/lounge-reviews/british-airways,Salon Des Vignobles - Bordeaux Airport,Christopher Slater-Walker,United Kingdom,2015-05-09,"There's nothing like a good lounge before your flight to make things easier - and this is nothing like a good lounge. It is the worst lounge I've ever used. Having said that it isn't quite as bad as some other reviews across the Internet might lead you to believe. We arrived about 90 minutes before our British Airways flight from Bordeaux to London Gatwick and the whole Club Europe check-in process was very friendly and smooth. We were issue with an invitation to the lounge; you then have to go through security (no fast track of course!) and present your invitation to the ""Cafe News"" on the airside. They will then give you the code for the lounge's front door. You have to enter this yourself; the lounge has no staff at all. However the member of staff at the cafe was very pleasant. There is a vending machine serving hot drinks which I found acceptable but be aware that the default choice adds sugar to everything which I did not want. There are a couple of local wines in a cooler and various spirits with soft drinks and mixers in the cooler. A few food items are available; in our case since we had a morning flight there were some quite fresh croissants and pains au chocolat which were actually quite good. The seating is rather old but not uncomfortable. The lounge itself was mercifully quiet which I suspect is usually the case for what is most probably a mainly holiday destination. Some of the tables could have used a quick clean but nothing serious here. So all in all if you can get a good price for your business class seat it may be worth it for the additional pre-flight comfort but anything like standard business class prices are definitely more than it's worth paying for this lounge.",SALON DES VIGNOBLES,Bordeaux Airport,Business Class,NA,NA,2,4,3,3,3,1,2,1,0
swiss-international-air-lines,/lounge-reviews/swiss-international-air-lines,Swiss Int'l Air Lines Platinum Lounge - Budapest Ferihegy Airport,Chris Joynes,Switzerland,2011-05-01,Tacky uncomfortable Lounge. Toy-town furniture. No privacy even from the corridors outside as some walls are only glass. Food judging by my numerous visits over the past few years is usually a bowl of tasteless puff pastry discs which often runs out before 5pm. Drinks reasonable. In short the lounge is almost completely neglected and permanently dirty. No information nor flights called as staff are too busy communicating with their friends. Toilets outside lounge. Wi-Fi sometimes sporadic and temperamental but always very slow. The airport should provide better both in quality of lounge and staff. Not under SWISS direct control of course but I feel they should insist on a better product than this.,SWISS INT'L AIR LINES PLATINUM LOUNGE REVIEW,Budapest Ferihegy Airport,NA,NA,NA,2,2,2,3,1,2,2,1,0
